"term","category","weight"
"lot","NEG_P","0.0145802163"
"me","NEG_P","0.0291200437"
"me","NEG_P","-0.01744073"
"bored","NEG_P","0.0724033068"
"was","NEG_P","0.0197297609"
"happy","NEG_P","-0.2454977518"
"head","NEG_P","0.0755317276"
"wrong","NEG_P","0.0173648119"
"bitches","NEG_P","0.2008516075"
"but","NEG_P","0.0467340804"
"failure","NEG_P","0.027394184"
"trying","NEG_P","0.1671494184"
"i","NEG_P","0.0268229628"
"wasn't","NEG_P","0.0558272185"
"wish","NEG_P","0.0394554287"
"up","NEG_P","0.0750126572"
"dirty","NEG_P","0.0859311588"
"emotional","NEG_P","0.022594902"
"gone","NEG_P","0.0725809548"
"disgrace","NEG_P","0.1195779339"
"its","NEG_P","0.0476147208"
"exhausted","NEG_P","0.0319539635"
"am","NEG_P","-0.0191340918"
"an","NEG_P","0.0491170602"
"as","NEG_P","-0.1286972578"
"cure","NEG_P","0.0462694672"
"at","NEG_P","-0.0678819541"
"annoying","NEG_P","0.2679921007"
"check","NEG_P","-0.136890726"
"shit","NEG_P","0.5873403986"
"again","NEG_P","0.012221077"
"dying","NEG_P","0.0465252989"
"no","NEG_P","0.1126151496"
"idiot","NEG_P","0.080072938"
"deserve","NEG_P","0.1299413027"
"when","NEG_P","0.0378685573"
"other","NEG_P","-0.094078282"
"sick","NEG_P","0.5363733148"
"income","NEG_P","0.0403692218"
"you","NEG_P","0.076667298"
"out","NEG_P","0.0676403278"
"poor","NEG_P","0.0951539879"
"c","NEG_P","0.0621891625"
"felt","NEG_P","0.0398652645"
"problems","NEG_P","0.1018943604"
"stay","NEG_P","-0.036052971"
"kinda","NEG_P","0.0560499411"
"e","NEG_P","-0.1488223373"
"anymore","NEG_P","0.0327273098"
"u","NEG_P","-0.0295451844"
"having","NEG_P","0.0253505535"
"whose","POS_M","0.0102321985"
"lord","POS_M","0.379662079"
"pride","POS_M","0.0149992635"
"worth","POS_M","-0.0380562755"
"rise","POS_M","0.0499712198"
"every","POS_M","0.0212898576"
"there","POS_M","0.033047917"
"and","POS_M","0.0163259036"
"look","POS_M","-0.0617988945"
"go","POS_M","0.0169457234"
"enjoy","POS_M","0.0466757731"
"force","POS_M","0.0545376939"
"fabulous","POS_M","0.0246985283"
"even","POS_M","-0.0761192312"
"fingers","POS_M","0.0173934512"
"above","POS_M","0.0533245635"
"new","POS_M","-0.0138774931"
"ever","POS_M","0.0796542529"
"told","POS_M","-0.0170579976"
"hero","POS_M","0.0455683265"
"never","POS_M","0.1350421676"
"path","POS_M","0.116000699"
"daughter","POS_M","0.0431517353"
"go","POS_M","0.0322032978"
"highly","POS_M","0.0339241585"
"brought","POS_M","0.024642326"
"would","POS_M","-0.0111508118"
"if","POS_M","0.0543694145"
"arms","POS_M","-0.0149192325"
"therefore","POS_M","0.0441429518"
"until","POS_M","0.1164034895"
"family","POS_M","0.0178407512"
"holy","POS_M","0.0404445107"
"successful","POS_M","0.0610958038"
"brings","POS_M","-0.0210208858"
"award","POS_M","0.0470279606"
"teaching","POS_M","0.0296327648"
"even","POS_M","0.0114621417"
"hold","POS_M","-0.011356337"
"must","POS_M","0.083851142"
"me","POS_M","0.0409667869"
"word","POS_M","-0.0248309436"
"work","POS_M","0.0365049791"
"itself","POS_M","0.0356597956"
"to","POS_M","0.0205528849"
"it's","POS_M","0.0815511299"
"my","POS_M","0.0698118594"
"give","POS_M","-0.0384776824"
"want","POS_M","-0.0348262057"
"keep","POS_M","-0.0114630832"
"ceremony","POS_M","0.0289989495"
"end","POS_M","0.0158461207"
"recovery","POS_M","0.0162626572"
"travel","POS_M","0.0554640833"
"how","POS_M","-0.0780904693"
"first","POS_M","0.0336936729"
"answer","POS_M","0.0236052829"
"first","POS_M","0.0441719084"
"wrong","POS_M","-0.0507646623"
"attempt","POS_M","0.0198957623"
"appreciate","POS_M","0.0360531163"
"green","POS_M","0.0819378731"
"keeps","POS_M","0.0207597097"
"happen","POS_M","0.0627980512"
"over","POS_M","-0.0421185985"
"before","POS_M","-0.0875857614"
"personal","POS_M","0.0424654752"
"expectations","POS_M","0.0263700488"
"better","POS_M","0.1561857444"
"not","POS_M","0.0372460598"
"hidden","POS_M","0.0307791234"
"then","POS_M","-0.0903215831"
"them","POS_M","-0.0839097463"
"safe","POS_M","0.0307775605"
"often","POS_M","0.034698155"
"they","POS_M","-0.0532645091"
"bank","POS_M","-0.0135369241"
"each","POS_M","0.096387606"
"went","POS_M","0.0198403119"
"side","POS_M","0.0469992664"
"celebrating","POS_M","0.0239475452"
"taught","POS_M","0.0253283007"
"rt","POS_M","0.0769979789"
"god","POS_M","0.7716732077"
"got","POS_M","0.0182060144"
"you're","POS_M","-0.0190512925"
"god","POS_M","0.0851184579"
"i","POS_M","0.0665467555"
"wanted","POS_M","0.0316292118"
"have","POS_M","0.0365358946"
"days","POS_M","0.0451681434"
"thank","POS_M","0.0224010786"
"hearing","POS_M","-0.0586873917"
"fantasy","POS_M","0.0614235803"
"another","POS_M","0.1175834933"
"everyone","POS_M","0.0171320811"
"everyone","POS_M","0.0543715124"
"needed","POS_M","0.0654098652"
"too","POS_M","-0.0466922106"
"her","POS_M","-0.0147065555"
"took","POS_M","-0.0374425908"
"wisdom","POS_M","0.1685953008"
"begins","POS_M","0.0601253333"
"mercy","POS_M","0.0133901058"
"morning","POS_M","0.0790770961"
"matter","POS_M","-0.010793866"
"classes","POS_M","0.0151017767"
"feeling","POS_M","0.1569493039"
"the","POS_M","-0.0490293543"
"mind","POS_M","0.0546980643"
"mine","POS_M","-0.0135363462"
"i","POS_M","-0.0280669496"
"k","POS_M","0.063292925"
"seen","POS_M","0.0393242146"
"anything","POS_M","0.0341940705"
"a","POS_M","-0.0136263048"
"tells","POS_M","-0.0205560833"
"we","POS_M","0.040946824"
"strength","POS_M","0.0171464931"
"bad","POS_M","0.0125674291"
"friends","POS_M","0.0461213192"
"world","POS_M","0.0196622631"
"world","POS_M","0.0118912625"
"world","POS_M","0.0188158458"
"he","POS_M","0.0119009449"
"shall","POS_M","0.1142504815"
"good","POS_M","0.0231422061"
"spend","POS_M","0.0495952974"
"came","POS_M","-0.0730506679"
"stepping","POS_M","0.0588264065"
"earth","POS_M","0.0491047055"
"busy","POS_M","0.0348653017"
"gods","POS_M","0.0922853536"
"do","POS_M","0.0394447253"
"great","POS_M","0.0423479083"
"way","POS_M","-0.0186323544"
"yes","POS_M","-0.0153386752"
"best","POS_M","0.0687106178"
"there's","POS_M","0.02485445"
"hopefully","POS_M","0.0708279399"
"we","POS_M","0.1060349303"
"nature","POS_M","0.0589087001"
"day","POS_M","0.0337423462"
"however","POS_M","-0.0353768677"
"cousin","POS_M","0.0212839805"
"received","POS_M","-0.0126147542"
"cos","POS_M","0.0305546652"
"country","POS_M","0.0198219457"
"coz","POS_M","0.0647840121"
"planned","POS_M","0.0426837881"
"here","POS_M","0.0359282533"
"trust","POS_M","-0.0484236816"
"speak","POS_M","0.0785391954"
"do","POS_M","0.0114309374"
"much","POS_M","-0.0239009707"
"and","POS_M","0.0174303715"
"life","POS_M","0.5064111841"
"child","POS_M","0.0285887312"
"thank","POS_M","0.0428511239"
"happy","POS_M","0.0432346367"
"do","POS_M","-0.01859313"
"n","POS_M","-0.0108900616"
"near","POS_M","0.0361384902"
"mistake","POS_M","0.0181582958"
"is","POS_M","0.0726414231"
"it","POS_M","-0.0603219678"
"as","POS_M","-0.0193714804"
"in","POS_M","0.0965744137"
"if","POS_M","-0.1175866041"
"things","POS_M","0.1870669573"
"make","POS_M","0.0844663535"
"rain","POS_M","0.0115350812"
"possible","POS_M","0.0405399307"
"opportunity","POS_M","0.0721174125"
"aka","POS_M","0.0344359105"
"thoughts","POS_M","0.0193683352"
"kept","POS_M","0.0346716935"
"humble","POS_M","0.0332989517"
"mother","POS_M","-0.0283586823"
"hearts","POS_M","0.0207913966"
"the","POS_M","0.0398447518"
"is","POS_M","0.0192971179"
"just","POS_M","0.0101152725"
"day","POS_M","0.0287679805"
"photo","POS_M","-0.0481498925"
"see","POS_M","-0.0154536395"
"that","POS_M","-0.0358454707"
"thanks","POS_M","0.0892654552"
"human","POS_M","0.0454194962"
"things","POS_M","0.0338161767"
"had","POS_M","-0.0517037832"
"easy","POS_M","0.0921878776"
"has","POS_M","-0.0122564632"
"gave","POS_M","0.0173127793"
"birth","POS_M","0.0522121972"
"feelings","POS_M","0.0507516947"
"dreams","POS_M","0.0642466474"
"apart","POS_M","0.0207683687"
"desire","POS_M","0.0660655739"
"gift","POS_M","0.1141490544"
"night","POS_M","0.0108237046"
"this","POS_M","-0.0135079732"
"people","POS_M","-0.0363051386"
"dead","POS_M","0.0129625906"
"born","POS_M","0.1127971934"
"dear","POS_M","-0.0233168696"
"you","POS_M","-0.0139984348"
"day","POS_M","0.0135191213"
"for","POS_M","0.0669141049"
"everything","POS_M","0.1035406674"
"she","POS_M","0.0388805038"
"god","POS_M","0.0634638611"
"god","POS_M","0.0319564435"
"cherish","POS_M","-0.0411111199"
"tomorrow","POS_M","0.0103886616"
"son","POS_M","0.0157012384"
"down","POS_M","-0.0308068909"
"lies","POS_M","-0.0163744633"
"do","POS_M","0.074736667"
"parade","POS_M","0.0368420018"
"fight","POS_M","0.0354273188"
"fought","POS_M","0.0306738886"
"way","POS_M","0.0196786084"
"was","POS_M","-0.0453215932"
"fathers","POS_M","0.0132340635"
"happy","POS_M","0.0847747236"
"failure","POS_M","0.0523571607"
"but","POS_M","0.070901697"
"uncle","POS_M","0.0299026908"
"TRUE","POS_M","0.031629017"
"year","POS_M","0.0624705622"
"year","POS_M","-0.0106805892"
"year","POS_M","0.0732845292"
"is","POS_M","-0.0432324969"
"daddy","POS_M","0.0478801396"
"happy","POS_M","0.0170445284"
"promised","POS_M","0.0276736554"
"prayer","POS_M","0.0577383369"
"awhile","POS_M","0.014056339"
"shit","POS_M","-0.1674776443"
"faithful","POS_M","0.0216810302"
"gone","POS_M","0.0215046513"
"when","POS_M","0.0910646002"
"reality","POS_M","0.0216088385"
"holding","POS_M","-0.0461232829"
"family","POS_M","-0.0175269767"
"smell","POS_M","0.0843556642"
"brothers","POS_M","0.0204867741"
"felt","POS_M","0.0490081052"
"journey","POS_M","0.1687350206"
"true","POS_M","-0.0252266368"
"died","POS_M","-0.023262284"
"longer","POS_M","-0.0164103563"
"will","POS_M","0.0394767251"
"together","POS_M","0.0198480071"
"time","POS_M","0.0185848098"
"grateful","POS_M","0.0639448507"
"battle","POS_M","0.0667694262"
"god","POS_M","0.0533551248"
"father","POS_M","0.067314953"
"finally","POS_M","0.0555676942"
"be","POS_M","0.0223868119"
"today","POS_M","0.0591925575"
"fullest","POS_M","0.071013728"
"level","POS_M","0.0461162714"
"did","POS_M","-0.0252227189"
"die","POS_M","0.0627693161"
"brother","POS_M","0.0379590341"
"did","POS_M","0.0141031234"
"shared","POS_M","0.0297120121"
"filled","POS_M","0.0324174932"
"understanding","POS_M","0.0383607036"
"alone","POS_M","-0.0264471001"
"change","POS_M","0.0272233703"
"wait","POS_M","0.0552158067"
"life","POS_M","-0.0141697219"
"life","POS_M","-0.0130673529"
"love","POS_M","0.2976263573"
"merely","POS_M","0.041239681"
"positive","POS_M","0.1037684317"
"visit","POS_M","0.018346621"
"tears","POS_M","-0.0509232561"
"thru","POS_M","0.0613737752"
"today","POS_M","0.0886695107"
"loving","POS_M","0.0765078335"
"me","POS_M","0.0109038863"
"now","POS_M","-0.0195771147"
"can","POS_M","0.0508580314"
"making","POS_M","0.0933951845"
"heart","POS_M","0.028820179"
"awesome","POS_M","0.1440241152"
"fuck","POS_M","-0.0854761882"
"productive","POS_M","0.0578523066"
"thanking","POS_M","0.0967386809"
"be","POS_M","0.0889341745"
"may","POS_M","0.0332449229"
"birthday","POS_M","-0.0130364903"
"guys","POS_M","-0.0167217379"
"man","POS_M","0.0277554291"
"remember","POS_M","-0.0717157728"
"maybe","POS_M","0.0130939881"
"talk","POS_M","-0.0227367487"
"wishing","POS_M","0.0282935003"
"years","POS_M","-0.0391428583"
"course","POS_M","0.0564477495"
"still","POS_M","-0.0405686811"
"thank","POS_M","0.1096084866"
"amazing","POS_M","0.0391207951"
"into","POS_M","0.0821610746"
"nation","POS_M","0.0361485561"
"conquer","POS_M","0.0762328816"
"peace","POS_M","0.0525983317"
"not","POS_M","-0.010593025"
"what","POS_M","0.0267746416"
"now","POS_M","-0.0136466654"
"nor","POS_M","0.0465838627"
"name","POS_M","-0.0505190771"
"do","POS_M","-0.042028698"
"square","POS_M","0.0489138082"
"day","POS_M","0.0629240324"
"day","POS_M","-0.0812329331"
"day","POS_M","-0.016857122"
"are","POS_M","0.0110806341"
"year","POS_M","0.107832484"
"girl","POS_M","0.1144562199"
"morning","POS_M","-0.0141585283"
"lesson","POS_M","0.0222088828"
"living","POS_M","0.0776411885"
"go","POS_M","-0.0339779403"
"looking","POS_M","0.0387495301"
"my","POS_M","-0.0344318039"
"shows","POS_M","0.0404056934"
"dream","POS_M","0.0250228566"
"care","POS_M","0.1113318518"
"place","POS_M","0.1214164711"
"think","POS_M","-0.0789770107"
"first","POS_M","-0.0101812292"
"yourself","POS_M","0.0308805692"
"open","POS_M","0.0630376685"
"tomorrow","POS_M","-0.0325209223"
"given","POS_M","0.0147796786"
"friend","POS_M","-0.1307469298"
"gives","POS_M","0.0576501122"
"eyes","POS_M","-0.0183958302"
"that","POS_M","0.0464669583"
"god","POS_M","0.0221804374"
"wide","POS_M","0.0625195946"
"17","POS_M","0.0215093325"
"gotta","POS_M","0.0500052556"
"future","POS_M","0.1225326586"
"days","POS_M","0.0506272259"
"were","POS_M","-0.0558715118"
"say","POS_M","-0.0820508411"
"you","POS_M","0.0246015103"
"saw","POS_M","-0.0167806084"
"take","POS_M","-0.0204917902"
"begin","POS_M","-0.046797168"
"sure","POS_M","-0.0753392687"
"pain","POS_M","-0.0194520218"
"and","POS_M","0.0667747058"
"especially","POS_M","-0.0295810927"
"proud","POS_M","0.1661494377"
"takin","POS_M","0.063426023"
"this","POS_M","0.0172029613"
"only","POS_M","-0.0171752245"
"going","POS_M","-0.0606848272"
"thankful","POS_M","0.1117681922"
"her","POS_M","-0.0130508943"
"get","POS_M","-0.0146557049"
"also","POS_M","0.023458895"
"cannot","POS_M","-0.0148732878"
"others","POS_M","0.0466424076"
"worried","POS_M","0.0210887993"
"worries","POS_M","0.0213170996"
"where","POS_M","-0.0130004723"
"surgery","POS_M","-0.019970822"
"wonder","POS_M","0.036511861"
"ways","POS_M","-0.0571006159"
"that","POS_M","-0.0322631572"
"enough","POS_M","0.0338621571"
"girl","POS_M","0.0243798307"
"lives","POS_M","0.0196375251"
"come","POS_M","-0.0524802914"
"according","POS_M","0.041738442"
"us","POS_M","0.01074566"
"cancer","POS_M","0.0282664974"
"breath","POS_M","0.0597819756"
"almighty","POS_M","0.0280040778"
"help","POS_M","0.0573658631"
"wants","POS_M","0.0473822105"
"got","POS_M","0.0384613527"
"blessing","POS_M","0.086575259"
"for","POS_M","0.0106172216"
"spirit","POS_M","0.0976945394"
"those","POS_M","-0.057599202"
"myself","POS_M","0.0627003222"
"cast","POS_M","0.018797654"
"many","POS_M","0.1291464861"
"situation","POS_M","0.0491258253"
"the","POS_M","-0.1061612422"
"i","POS_M","0.0726332278"
"who","POS_M","0.0179333299"
"i","POS_M","-0.0325521359"
"a","POS_M","-0.0250019116"
"evening","POS_M","0.0229400766"
"everyday","POS_M","0.0463234588"
"different","POS_M","0.0265836578"
"too","POS_M","-0.0280902923"
"too","POS_M","0.0256974506"
"just","POS_M","0.0218241529"
"no","POS_M","-0.0490323944"
"comes","POS_M","0.0292488314"
"reward","POS_M","0.065716965"
"them","POS_M","0.0403084767"
"them","POS_M","-0.0141956054"
"being","POS_M","-0.0240306035"
"touch","POS_M","0.0211451073"
"death","POS_M","-0.0162451686"
"us","POS_M","0.0890968802"
"thinking","POS_M","-0.0352658476"
"lets","POS_M","0.0408464124"
"kingdom","POS_M","0.0334531438"
"around","POS_M","-0.0603699859"
"rules","POS_M","0.0204819676"
"world","POS_M","0.2124097151"
"facing","POS_M","0.0359421666"
"excited","POS_M","0.0483652564"
"smiles","POS_M","0.0127236035"
"can","POS_M","-0.0219830969"
"memories","POS_M","0.0235692496"
"but","POS_M","0.0832742335"
"who","POS_M","0.0243330984"
"hustle","POS_M","0.0587240454"
"welcome","POS_M","0.0326396542"
"power","POS_M","0.088910389"
"no","POS_M","0.0162173722"
"much","POS_M","0.0131599175"
"on","POS_M","-0.0821435257"
"stone","POS_M","0.0869522965"
"of","POS_M","0.0436583847"
"stand","POS_M","0.0276767485"
"so","POS_M","-0.0288944251"
"luck","POS_M","0.0373417991"
"or","POS_M","-0.0116869166"
"blessed","POS_M","0.1129229938"
"oh","POS_M","0.0319416544"
"her","POS_M","-0.0287265164"
"there","POS_M","0.0139367"
"start","POS_M","0.0164336635"
"reason","POS_M","0.0964094183"
"me","POS_M","-0.0198177924"
"or","POS_M","-0.0317389782"
"will","POS_M","0.010989117"
"with","POS_M","0.0347049316"
"they're","POS_M","0.0772963018"
"gone","POS_M","-0.0337994201"
"am","POS_M","0.0557049136"
"deep","POS_M","0.0433635416"
"fellow","POS_M","0.0173292875"
"as","POS_M","0.0455766893"
"beautiful","POS_M","0.0502225073"
"at","POS_M","-0.0924782108"
"selfish","POS_M","0.0347628111"
"you","POS_M","0.075185264"
"etc","POS_M","0.0150317332"
"important","POS_M","0.0355387033"
"pool","POS_M","0.0305707202"
"u","POS_M","0.0469869167"
"all","POS_M","0.0818168916"
"forget","POS_M","-0.0110456794"
"month","POS_M","0.0271710409"
"decisions","POS_M","0.0305671405"
"to","POS_M","0.0978951435"
"smile","POS_M","0.1038467192"
"enjoying","POS_M","0.0569293461"
"time","POS_M","0.0152286997"
"time","POS_M","0.0233581724"
"worse","POS_M","-0.0401522808"
"very","POS_M","-0.0285959857"
"she","POS_M","0.0423064777"
"fam","POS_M","0.0583308024"
"difference","POS_M","0.0413006057"
"heaven","POS_M","0.1310199079"
"small","POS_M","0.0294361057"
"past","POS_M","0.036460128"
"pass","POS_M","0.0508862912"
"what","POS_M","-0.0265831887"
"stood","POS_M","0.0152791671"
"darkness","POS_M","0.0468239795"
"friend","POS_M","0.0163626665"
"full","POS_M","-0.0243005593"
"strong","POS_M","0.1615449643"
"bible","POS_M","0.0950653162"
"ahead","POS_M","0.043446258"
"inspired","POS_M","0.053913137"
"experience","POS_M","0.0276719884"
"via","POS_M","-0.0266862769"
"family","POS_M","0.1447117437"
"ask","POS_M","0.0160034708"
"two","POS_M","0.0978306433"
"more","POS_M","-0.018500358"
"knows","POS_M","0.0513279875"
"known","POS_M","0.0140386866"
"hurry","POS_M","0.0336626864"
"you","POS_M","-0.049386995"
"remain","POS_M","0.047928896"
"learn","POS_M","0.1213137215"
"all","POS_M","0.0407188961"
"beautiful","POS_M","0.1777886726"
"still","POS_M","0.0243504975"
"plane","POS_M","0.0250697524"
"he","POS_M","-0.0265213825"
"dream","POS_M","0.0654724044"
"help","POS_M","-0.0299564134"
"don't","POS_M","-0.0907740018"
"soon","POS_M","0.0265524382"
"held","POS_M","-0.0251362497"
"through","POS_M","0.0319514439"
"pray","POS_M","0.1305851173"
"might","POS_M","0.0853850318"
"good","POS_M","0.0994755431"
"please","POS_M","0.0156955317"
"hoping","POS_M","-0.0104588866"
"you've","POS_M","-0.0220613878"
"foot","POS_M","-0.027947653"
"yr","POS_M","0.0228440725"
"bigger","POS_M","0.0486785865"
"always","POS_M","0.1746289177"
"bless","POS_M","-0.0533387197"
"found","POS_M","0.017658074"
"if","POS_M","0.0100890337"
"everyone","POS_M","0.0900405887"
"energy","POS_M","0.1277298546"
"hard","POS_M","0.069011667"
"really","POS_M","-0.0514264066"
"missed","POS_M","0.0123383854"
"since","POS_M","0.0630845244"
"ass","POS_M","-0.107702941"
"you","POS_M","0.0265214766"
"forgive","POS_M","0.0479814441"
"reason","POS_M","0.0584053734"
"teach","POS_M","0.0426810789"
"beginning","POS_M","0.0493645984"
"bring","POS_M","-0.0191907597"
"expecting","POS_M","0.0414943208"
"feed","POS_M","0.0239369809"
"feel","POS_M","0.0176818049"
"never","POS_M","-0.0194887684"
"feet","POS_M","0.0161511966"
"done","POS_M","-0.114262785"
"we","POS_M","0.0395009031"
"least","POS_M","0.0472688189"
"wonderful","POS_M","0.1751257862"
"passed","POS_M","0.0259390557"
"home","POS_M","0.0186708426"
"part","POS_M","-0.0480717584"
"believe","POS_M","-0.0595362356"
"when","POS_M","0.07055504"
"grace","POS_M","0.103357763"
"b","POS_M","0.0320021334"
"youth","POS_M","0.0338074933"
"if","POS_M","0.0125494997"
"also","POS_M","-0.067671796"
"build","POS_M","0.0260064765"
"finding","POS_M","0.0455585646"
"it","POS_M","0.1198249643"
"towards","POS_M","0.0410012382"
"reach","POS_M","0.0679968704"
"most","POS_M","0.0552940758"
"love","POS_M","0.0211820543"
"plan","POS_M","-0.0138705419"
"person","POS_M","0.0223140948"
"clear","POS_M","-0.0111612666"
"sometimes","POS_M","0.0356205183"
"rain","POS_M","0.0272078025"
"lying","POS_M","0.0284699965"
"not","POS_M","0.0557879069"
"find","POS_M","0.067909397"
"hope","POS_M","0.0305765077"
"heart","POS_M","0.0493939585"
"right","POS_M","0.0461702492"
"morning","POS_M","0.0364078465"
"his","POS_M","0.0285061616"
"rose","POS_M","0.0306613776"
"feels","POS_M","0.0836944187"
"courage","POS_M","0.0539105054"
"during","POS_M","0.0174234993"
"him","POS_M","0.0759452047"
"him","POS_M","0.0417468311"
"creator","POS_M","0.0470155212"
"him","POS_M","0.022474955"
"kids","POS_M","0.0492793784"
"see","POS_M","-0.0570755848"
"are","POS_M","-0.0145841204"
"thank","POS_M","0.0253854846"
"knowing","POS_M","0.0413993208"
"our","POS_M","-0.0217252222"
"missing","POS_M","-0.0162169956"
"succeed","POS_M","0.0490427867"
"last","POS_M","-0.052983881"
"hope","POS_M","0.0434795684"
"like","POS_M","0.0402741071"
"became","POS_M","0.0109822702"
"forgotten","POS_M","-0.024893307"
"whole","POS_M","0.025677066"
"my","POS_M","0.0569467063"
"simple","POS_M","0.0257718399"
"sweet","POS_M","0.0276365117"
"whatever","POS_M","0.0365564939"
"church","POS_M","0.1459946892"
"woke","POS_M","0.0605468707"
"else","POS_M","0.0296809924"
"understand","POS_M","-0.097063269"
"healthy","POS_M","0.0702294043"
"while","POS_M","-0.0404042548"
"real","POS_M","0.0312304256"
"ready","POS_M","0.1099592751"
"rid","POS_M","0.0218701487"
"anymore","POS_M","-0.0149560503"
"then","POS_M","-0.0101760036"
"sometimes","POS_M","0.0401063744"
"forgiveness","POS_M","0.0519557953"
"all","POS_M","-0.0312096742"
"all","POS_M","-0.037010782"
"all","POS_M","0.0233054736"
"moment","POS_M","-0.0435034199"
"i","POS_M","-0.0732613214"
"purpose","POS_M","0.1178979097"
"spent","POS_M","0.0267184246"
"without","POS_M","-0.0112541636"
"person","POS_M","-0.0641648489"
"cheer","POS_M","0.060576536"
"and","POS_M","-0.0472354107"
"myself","POS_M","0.0434984954"
"when","POS_M","0.0968785803"
"great","POS_M","0.0670850488"
"praying","POS_M","0.0393862923"
"letting","POS_M","0.0162645868"
"cut","POS_M","0.0275844172"
"at","POS_M","0.0358311411"
"can't","POS_M","-0.0530914145"
"excited","POS_M","0.0322548704"
"big","POS_M","0.0646179918"
"d","POS_M","0.0527524689"
"you","POS_M","-0.0456328674"
"you","POS_M","0.1249556494"
"you","POS_M","0.0958499872"
"some","POS_M","-0.0258057564"
"back","POS_M","-0.0104461042"
"mighty","POS_M","-0.0205702554"
"sight","POS_M","0.0237124203"
"ourselves","POS_M","0.0266970175"
"you","POS_M","0.019547234"
"i","POS_M","-0.0370919747"
"decision","POS_M","0.0169917241"
"though","POS_M","-0.0311753841"
"be","POS_M","0.0578904147"
"step","POS_M","0.0485063971"
"we","POS_M","0.0280992441"
"by","POS_M","-0.0388229926"
"faith","POS_M","0.146307453"
"beans","POS_M","0.0462141539"
"mommy","POS_M","0.0270840293"
"within","POS_M","0.0193962854"
"nothing","POS_M","0.2008709419"
"today","POS_M","-0.0281609046"
"today","POS_M","0.0329786098"
"so","POS_M","0.0401182151"
"today","POS_M","-0.0158204256"
"spending","POS_M","0.0845535999"
"maybe","POS_M","0.0329924028"
"today","POS_M","-0.0165118299"
"forward","POS_M","0.1040989196"
"invite","POS_M","0.0306464519"
"hopes","POS_M","-0.013032367"
"line","POS_M","-0.012299894"
"up","POS_M","-0.0264648754"
"us","POS_M","0.0917704771"
"strong","POS_M","0.0524103462"
"peace","POS_M","0.1574283889"
"love","POS_M","0.049449766"
"happens","POS_M","-0.0104419467"
"draw","POS_M","0.0187683646"
"meaning","POS_M","0.0471621692"
"ago","POS_M","0.0442111304"
"lead","POS_M","0.0229569491"
"life","POS_M","0.0130439909"
"she's","POS_M","0.0501241902"
"having","POS_M","-0.0362025379"
"once","POS_M","0.0268289629"
"it","POS_M","0.0978724692"
"go","POS_M","-0.0325055743"
"moon","POS_M","0.0356615267"
"garden","POS_M","0.071551294"
"all","POS_M","0.0508472826"
"wishes","POS_M","0.0625344131"
"continued","POS_M","-0.0209437154"
"your","POS_M","0.0587350756"
"but","POS_M","0.0224826296"
"race","POS_M","0.0477100438"
"waking","POS_M","0.0388154527"
"his","POS_M","0.0143574676"
"great","POS_M","0.0400620828"
"giving","POS_M","-0.013111608"
"waiting","POS_M","0.0431182915"
"body","POS_M","0.0873283755"
"because","POS_M","0.0175721525"
"let","POS_M","-0.0704962079"
"others","POS_M","0.0801547747"
"great","POS_M","0.0933410689"
"heart","POS_M","-0.0111493496"
"makes","POS_M","0.031895148"
"win","POS_M","0.069683499"
"wit","POS_M","0.0175464124"
"from","POS_M","-0.0441482302"
"few","POS_M","-0.0118891403"
"photo","POS_M","-0.01147925"
"started","POS_M","0.0113349566"
"train","POS_M","0.0293654264"
"baby","POS_M","0.2186707033"
"rare","POS_M","0.053598134"
"this","POS_M","-0.0589426964"
"challenge","POS_M","0.0686153957"
"anywhere","POS_M","-0.0104949238"
"praise","POS_M","0.0562079293"
"meet","POS_M","0.0242759281"
"control","POS_M","-0.0216467125"
"high","POS_M","0.0630885412"
"something","POS_M","0.0989959236"
"holds","POS_M","0.0295065898"
"sin","POS_M","0.0383533891"
"for","POS_M","0.0744853951"
"tied","POS_M","0.0258329316"
"you","POS_M","0.0265623528"
"baby","POS_M","0.0137468892"
"light","POS_M","0.1013298334"
"lines","POS_M","0.0148146018"
"honestly","POS_M","0.0207497688"
"allow","POS_M","0.0201002886"
"move","POS_M","0.0520457869"
"perfect","POS_M","0.0743773579"
"willing","POS_M","0.064931394"
"choose","POS_M","0.0657617594"
"family","POS_M","0.0368264172"
"greater","POS_M","0.0548326619"
"dat","POS_M","0.0882365463"
"hands","POS_M","-0.0177209266"
"luck","POS_M","0.0285190409"
"day","POS_M","0.0952740893"
"to","POS_M","-0.0211779687"
"to","POS_M","0.0231997441"
"doing","POS_M","0.0299999368"
"worse","POS_M","-0.0167418173"
"our","POS_M","0.0986018745"
"special","POS_M","0.0731382659"
"out","POS_M","-0.0659463463"
"more","POS_M","0.0473502645"
"completely","POS_M","-0.0486162369"
"could","POS_M","0.0105956892"
"times","POS_M","0.0672210793"
"alive","POS_M","0.0316395785"
"past","POS_M","0.0674811841"
"happy","POS_M","0.0590141007"
"doesn't","POS_M","0.0214553006"
"same","POS_M","0.0360368386"
"god's","POS_M","0.1136301149"
"loves","POS_M","0.1493455747"
"good","POS_M","0.030469807"
"god","POS_M","0.0112798408"
"my","POS_M","0.0301486591"
"close","POS_M","-0.0126741397"
"never","POS_M","0.0450226436"
"afraid","POS_M","0.0494337639"
"which","POS_M","-0.0322776757"
"who","POS_M","0.015777255"
